Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas8520     Pavarde8520    10   4    6    7    3    9       
Vardas8521     Pavarde8521    7    2    5    8    8    7       
Vardas8522     Pavarde8522    6    4    7    7    6    2       
Vardas8523     Pavarde8523    7    9    7    3    6    2       
Vardas8524     Pavarde8524    7    8    4    2    3    8       
Vardas8525     Pavarde8525    7    2    1    5    2    1       
Vardas8526     Pavarde8526    6    8    7    5    10   3       
Vardas8527     Pavarde8527    3    4    10   7    4    10      
Vardas8528     Pavarde8528    1    7    9    5    9    2       
Vardas8529     Pavarde8529    7    5    4    9    2    10      
Vardas8530     Pavarde8530    1    5    6    4    5    10      
Vardas8531     Pavarde8531    2    6    10   4    7    9       
Vardas8532     Pavarde8532    8    9    8    9    9    4       
Vardas8533     Pavarde8533    4    3    10   8    6    7       
Vardas8534     Pavarde8534    3    1    1    8    8    10      
Vardas8535     Pavarde8535    1    4    8    10   2    1       
Vardas8536     Pavarde8536    6    6    9    10   4    9       
Vardas8537     Pavarde8537    2    1    10   3    8    6       
Vardas8538     Pavarde8538    9    5    2    6    6    5       
Vardas8539     Pavarde8539    5    9    5    10   5    7       
Vardas8540     Pavarde8540    2    7    6    2    3    10      
Vardas8541     Pavarde8541    6    9    10   9    2    8       
Vardas8542     Pavarde8542    4    8    5    3    5    10      
Vardas8543     Pavarde8543    6    1    9    5    2    10      
Vardas8544     Pavarde8544    3    9    9    5    1    7       
Vardas8545     Pavarde8545    5    7    8    1    2    6       
Vardas8546     Pavarde8546    1    10   9    3    10   9       
Vardas8547     Pavarde8547    5    2    3    6    8    10      
Vardas8548     Pavarde8548    5    9    8    8    4    8       
Vardas8549     Pavarde8549    1    7    1    6    6    8       
Vardas8550     Pavarde8550    4    1    9    5    10   5       
Vardas8551     Pavarde8551    10   10   1    2    9    3       
Vardas8552     Pavarde8552    5    6    5    5    3    10      
Vardas8553     Pavarde8553    7    6    9    3    1    3       
Vardas8554     Pavarde8554    5    7    3    3    6    5       
Vardas8555     Pavarde8555    5    4    9    8    2    1       
Vardas8556     Pavarde8556    1    4    7    2    1    10      
Vardas8557     Pavarde8557    6    5    1    10   4    5       
Vardas8558     Pavarde8558    8    7    1    7    3    5       
Vardas8559     Pavarde8559    8    10   10   5    1    8       
Vardas8560     Pavarde8560    9    3    5    5    5    1       
Vardas8561     Pavarde8561    7    5    5    5    3    3       
Vardas8562     Pavarde8562    1    7    2    5    2    8       
Vardas8563     Pavarde8563    1    10   7    6    1    1       
Vardas8564     Pavarde8564    3    1    9    3    7    9       
Vardas8565     Pavarde8565    10   4    9    10   8    1       
Vardas8566     Pavarde8566    3    9    2    3    6    1       
Vardas8567     Pavarde8567    10   9    9    1    1    3       
Vardas8568     Pavarde8568    8    7    7    4    6    4       
Vardas8569     Pavarde8569    2    6    4    10   10   9       
Vardas8570     Pavarde8570    3    6    2    7    6    8       
Vardas8571     Pavarde8571    7    8    10   5    8    9       
Vardas8572     Pavarde8572    9    1    5    5    4    5       
Vardas8573     Pavarde8573    1    3    2    6    6    5       
Vardas8574     Pavarde8574    4    1    9    4    6    5       
Vardas8575     Pavarde8575    5    8    1    10   10   1       
Vardas8576     Pavarde8576    8    3    1    2    9    10      
Vardas8577     Pavarde8577    10   4    8    2    3    4       
Vardas8578     Pavarde8578    5    4    1    1    6    7       
Vardas8579     Pavarde8579    3    9    9    6    6    10      
Vardas8580     Pavarde8580    3    5    10   9    2    6       
Vardas8581     Pavarde8581    6    10   5    3    8    1       
Vardas8582     Pavarde8582    9    9    4    9    9    10      
Vardas8583     Pavarde8583    8    2    3    1    8    8       
Vardas8584     Pavarde8584    2    7    7    2    9    2       
Vardas8585     Pavarde8585    1    2    7    1    5    3       
Vardas8586     Pavarde8586    10   2    3    7    9    7       
Vardas8587     Pavarde8587    5    10   9    9    6    10      
Vardas8588     Pavarde8588    7    4    1    5    5    9       
Vardas8589     Pavarde8589    7    8    3    9    8    3       
Vardas8590     Pavarde8590    5    8    5    3    3    8       
Vardas8591     Pavarde8591    4    4    7    4    8    6       
Vardas8592     Pavarde8592    9    7    1    5    9    4       
Vardas8593     Pavarde8593    3    4    6    8    9    1       
Vardas8594     Pavarde8594    8    7    4    5    4    4       
Vardas8595     Pavarde8595    4    4    3    5    3    4       
Vardas8596     Pavarde8596    10   9    9    10   9    1       
Vardas8597     Pavarde8597    1    5    6    10   10   2       
Vardas8598     Pavarde8598    7    3    6    9    5    8       
Vardas8599     Pavarde8599    4    8    7    6    4    7       
Vardas8600     Pavarde8600    7    7    10   3    7    10      
Vardas8601     Pavarde8601    5    7    6    4    2    10      
Vardas8602     Pavarde8602    10   4    9    10   2    6       
Vardas8603     Pavarde8603    2    7    5    1    6    3       
Vardas8604     Pavarde8604    10   3    5    1    3    8       
Vardas8605     Pavarde8605    9    4    8    6    9    4       
Vardas8606     Pavarde8606    2    6    10   4    3    4       
Vardas8607     Pavarde8607    1    10   6    8    5    1       
Vardas8608     Pavarde8608    9    4    10   6    8    7       
Vardas8609     Pavarde8609    10   8    5    2    7    9       
Vardas8610     Pavarde8610    1    6    9    4    8    2       
Vardas8611     Pavarde8611    2    7    3    3    9    1       
Vardas8612     Pavarde8612    6    10   2    5    5    6       
Vardas8613     Pavarde8613    9    2    8    10   3    5       
Vardas8614     Pavarde8614    3    10   2    8    9    1       
Vardas8615     Pavarde8615    8    8    1    3    4    1       
Vardas8616     Pavarde8616    3    3    8    2    7    4       
Vardas8617     Pavarde8617    6    8    9    7    7    3       
Vardas8618     Pavarde8618    1    4    2    1    1    10      
Vardas8619     Pavarde8619    10   10   6    1    10   6       
Vardas8620     Pavarde8620    8    3    10   5    3    2       
Vardas8621     Pavarde8621    5    7    9    6    9    9       
Vardas8622     Pavarde8622    6    6    2    6    8    7       
Vardas8623     Pavarde8623    3    5    6    4    7    5       
Vardas8624     Pavarde8624    2    1    2    3    1    9       
Vardas8625     Pavarde8625    3    8    1    8    4    8       
Vardas8626     Pavarde8626    2    2    10   7    10   1       
Vardas8627     Pavarde8627    1    2    10   10   1    3       
Vardas8628     Pavarde8628    6    4    5    1    3    5       
Vardas8629     Pavarde8629    4    8    2    1    7    4       
Vardas8630     Pavarde8630    6    3    10   1    6    5       
Vardas8631     Pavarde8631    7    3    2    2    5    9       
Vardas8632     Pavarde8632    1    1    9    8    5    5       
Vardas8633     Pavarde8633    4    7    1    4    1    1       
Vardas8634     Pavarde8634    3    9    2    10   7    9       
Vardas8635     Pavarde8635    1    8    8    10   7    4       
Vardas8636     Pavarde8636    1    10   10   4    1    1       
Vardas8637     Pavarde8637    5    10   1    5    10   7       
Vardas8638     Pavarde8638    7    4    10   6    9    3       
Vardas8639     Pavarde8639    2    1    1    1    2    5       
Vardas8640     Pavarde8640    6    5    7    5    1    8       
Vardas8641     Pavarde8641    1    7    3    2    2    1       
Vardas8642     Pavarde8642    6    9    1    9    10   3       
Vardas8643     Pavarde8643    10   2    10   10   3    4       
Vardas8644     Pavarde8644    3    4    3    8    7    2       
Vardas8645     Pavarde8645    4    1    7    10   6    6       
Vardas8646     Pavarde8646    5    2    3    4    2    6       
Vardas8647     Pavarde8647    9    1    9    7    1    6       
Vardas8648     Pavarde8648    2    9    8    10   8    2       
Vardas8649     Pavarde8649    10   3    3    1    10   6       
Vardas8650     Pavarde8650    1    3    2    10   10   5       
Vardas8651     Pavarde8651    10   4    7    7    5    7       
Vardas8652     Pavarde8652    8    7    7    4    5    9       
Vardas8653     Pavarde8653    8    9    7    8    5    2       
Vardas8654     Pavarde8654    1    7    10   5    5    5       
Vardas8655     Pavarde8655    10   6    10   7    9    6       
Vardas8656     Pavarde8656    2    9    2    4    2    6       
Vardas8657     Pavarde8657    6    2    8    10   9    1       
Vardas8658     Pavarde8658    8    2    1    7    6    10      
Vardas8659     Pavarde8659    1    9    5    1    3    10      
Vardas8660     Pavarde8660    4    9    1    9    3    2       
Vardas8661     Pavarde8661    10   5    9    9    9    9       
Vardas8662     Pavarde8662    4    4    9    6    6    7       
Vardas8663     Pavarde8663    4    9    10   8    6    7       
Vardas8664     Pavarde8664    5    4    7    9    2    1       
Vardas8665     Pavarde8665    9    2    9    10   6    3       
Vardas8666     Pavarde8666    3    3    1    1    3    6       
Vardas8667     Pavarde8667    3    7    7    10   8    4       
Vardas8668     Pavarde8668    6    1    10   10   10   3       
Vardas8669     Pavarde8669    2    9    2    1    6    3       
Vardas8670     Pavarde8670    6    4    2    3    8    9       
Vardas8671     Pavarde8671    8    4    6    2    3    7       
Vardas8672     Pavarde8672    1    3    4    7    1    9       
Vardas8673     Pavarde8673    10   10   5    2    8    2       
Vardas8674     Pavarde8674    10   3    1    8    4    8       
Vardas8675     Pavarde8675    6    10   9    7    5    2       
Vardas8676     Pavarde8676    9    7    7    6    4    7       
Vardas8677     Pavarde8677    7    5    8    8    1    9       
Vardas8678     Pavarde8678    6    9    8    3    8    2       
Vardas8679     Pavarde8679    5    3    8    7    6    8       
Vardas8680     Pavarde8680    10   6    8    8    8    9       
Vardas8681     Pavarde8681    8    1    9    5    10   7       
Vardas8682     Pavarde8682    7    7    10   6    1    2       
Vardas8683     Pavarde8683    2    6    8    9    2    9       
Vardas8684     Pavarde8684    9    10   9    3    7    7       
Vardas8685     Pavarde8685    4    1    8    8    10   8       
Vardas8686     Pavarde8686    4    3    9    4    10   7       
Vardas8687     Pavarde8687    4    3    9    3    8    5       
Vardas8688     Pavarde8688    6    5    7    2    1    6       
Vardas8689     Pavarde8689    8    8    10   5    3    3       
Vardas8690     Pavarde8690    4    9    5    9    10   1       
Vardas8691     Pavarde8691    3    10   7    4    9    7       
Vardas8692     Pavarde8692    8    2    3    4    6    6       
Vardas8693     Pavarde8693    3    1    7    3    10   10      
Vardas8694     Pavarde8694    3    1    9    10   3    3       
Vardas8695     Pavarde8695    2    5    8    9    10   6       
Vardas8696     Pavarde8696    1    10   10   10   9    8       
Vardas8697     Pavarde8697    7    6    3    8    6    3       
Vardas8698     Pavarde8698    4    1    10   7    6    3       
Vardas8699     Pavarde8699    8    7    6    7    2    1       
Vardas8700     Pavarde8700    6    10   2    4    10   4       
Vardas8701     Pavarde8701    7    2    3    9    5    8       
Vardas8702     Pavarde8702    5    4    9    2    4    9       
Vardas8703     Pavarde8703    1    2    1    6    4    5       
Vardas8704     Pavarde8704    5    2    1    1    8    1       
Vardas8705     Pavarde8705    2    2    4    5    5    6       
Vardas8706     Pavarde8706    3    10   1    4    6    1       
Vardas8707     Pavarde8707    1    9    3    4    3    10      
Vardas8708     Pavarde8708    3    6    1    3    5    5       
Vardas8709     Pavarde8709    6    8    3    4    6    1       
Vardas8710     Pavarde8710    2    8    9    1    8    10      
Vardas8711     Pavarde8711    6    10   10   5    5    2       
Vardas8712     Pavarde8712    10   9    4    1    7    4       
Vardas8713     Pavarde8713    8    6    8    10   3    4       
Vardas8714     Pavarde8714    1    9    6    3    10   3       
Vardas8715     Pavarde8715    10   1    7    2    3    1       
Vardas8716     Pavarde8716    6    10   8    4    2    1       
Vardas8717     Pavarde8717    2    7    2    10   3    1       
Vardas8718     Pavarde8718    5    5    9    1    1    7       
Vardas8719     Pavarde8719    5    3    8    4    3    6       
Vardas8720     Pavarde8720    4    2    10   2    7    2       
Vardas8721     Pavarde8721    2    7    6    5    2    6       
Vardas8722     Pavarde8722    4    5    6    4    10   9       
Vardas8723     Pavarde8723    3    5    4    2    9    1       
Vardas8724     Pavarde8724    2    9    6    6    5    1       
Vardas8725     Pavarde8725    10   8    9    5    8    8       
Vardas8726     Pavarde8726    4    4    6    3    3    3       
Vardas8727     Pavarde8727    9    5    6    3    1    5       
Vardas8728     Pavarde8728    8    1    5    8    9    4       
Vardas8729     Pavarde8729    1    2    4    1    4    7       
Vardas8730     Pavarde8730    10   7    1    7    8    1       
Vardas8731     Pavarde8731    6    4    9    5    3    9       
Vardas8732     Pavarde8732    9    9    3    7    6    4       
Vardas8733     Pavarde8733    7    8    10   9    9    4       
Vardas8734     Pavarde8734    8    2    1    10   6    9       
Vardas8735     Pavarde8735    4    7    9    5    8    7       
Vardas8736     Pavarde8736    1    1    8    3    6    9       
Vardas8737     Pavarde8737    3    1    4    6    2    3       
Vardas8738     Pavarde8738    4    6    6    9    8    7       
Vardas8739     Pavarde8739    3    1    1    6    9    7       
Vardas8740     Pavarde8740    1    10   1    6    5    6       
Vardas8741     Pavarde8741    8    1    4    4    10   6       
Vardas8742     Pavarde8742    5    1    2    9    5    2       
Vardas8743     Pavarde8743    7    8    7    10   10   10      
Vardas8744     Pavarde8744    5    2    6    2    4    5       
Vardas8745     Pavarde8745    8    3    9    10   6    5       
Vardas8746     Pavarde8746    5    10   10   3    6    9       
Vardas8747     Pavarde8747    8    8    3    4    6    8       
Vardas8748     Pavarde8748    1    7    9    10   7    1       
Vardas8749     Pavarde8749    9    10   2    8    9    8       
Vardas8750     Pavarde8750    6    4    9    1    8    5       
Vardas8751     Pavarde8751    9    9    10   2    7    10      
Vardas8752     Pavarde8752    2    3    8    1    10   10      
Vardas8753     Pavarde8753    10   7    7    6    6    8       
Vardas8754     Pavarde8754    10   2    3    1    2    4       
Vardas8755     Pavarde8755    3    1    4    1    7    3       
Vardas8756     Pavarde8756    3    9    6    4    8    2       
Vardas8757     Pavarde8757    1    10   8    3    4    10      
Vardas8758     Pavarde8758    2    8    7    2    9    7       
Vardas8759     Pavarde8759    5    7    10   8    2    6       
Vardas8760     Pavarde8760    7    8    8    10   9    2       
Vardas8761     Pavarde8761    6    6    6    4    3    10      
Vardas8762     Pavarde8762    1    8    2    4    6    5       
Vardas8763     Pavarde8763    10   6    2    10   4    2       
Vardas8764     Pavarde8764    9    3    9    8    7    6       
Vardas8765     Pavarde8765    3    5    3    8    3    1       
Vardas8766     Pavarde8766    10   2    4    9    1    3       
Vardas8767     Pavarde8767    2    3    1    5    10   2       
Vardas8768     Pavarde8768    5    2    7    9    6    5       
Vardas8769     Pavarde8769    9    3    7    1    8    6       
Vardas8770     Pavarde8770    10   7    7    3    1    8       
Vardas8771     Pavarde8771    9    8    6    4    3    6       
Vardas8772     Pavarde8772    9    9    7    1    4    4       
Vardas8773     Pavarde8773    7    10   1    8    6    8       
Vardas8774     Pavarde8774    5    1    9    5    7    2       
Vardas8775     Pavarde8775    7    7    10   5    10   6       
Vardas8776     Pavarde8776    6    9    4    7    8    10      
Vardas8777     Pavarde8777    5    3    10   2    1    1       
Vardas8778     Pavarde8778    8    4    1    8    2    9       
Vardas8779     Pavarde8779    10   1    9    5    4    8       
Vardas8780     Pavarde8780    9    1    7    10   10   1       
Vardas8781     Pavarde8781    1    9    3    1    2    8       
Vardas8782     Pavarde8782    3    2    10   9    1    1       
Vardas8783     Pavarde8783    5    9    9    6    10   4       
Vardas8784     Pavarde8784    2    2    5    2    10   4       
Vardas8785     Pavarde8785    8    6    3    7    8    3       
Vardas8786     Pavarde8786    2    8    7    10   6    10      
Vardas8787     Pavarde8787    8    9    6    3    6    7       
Vardas8788     Pavarde8788    4    2    10   3    9    2       
Vardas8789     Pavarde8789    4    7    10   2    3    2       
Vardas8790     Pavarde8790    7    3    7    4    5    5       
Vardas8791     Pavarde8791    10   8    6    1    4    2       
Vardas8792     Pavarde8792    7    10   5    2    5    3       
Vardas8793     Pavarde8793    7    3    7    9    10   9       
Vardas8794     Pavarde8794    4    10   9    4    1    7       
Vardas8795     Pavarde8795    5    5    10   7    8    6       
Vardas8796     Pavarde8796    5    1    6    7    5    5       
Vardas8797     Pavarde8797    5    3    6    10   8    1       
Vardas8798     Pavarde8798    2    7    5    4    1    4       
Vardas8799     Pavarde8799    2    3    3    7    2    7       
Vardas8800     Pavarde8800    7    5    10   10   2    2       
Vardas8801     Pavarde8801    5    9    8    4    3    6       
Vardas8802     Pavarde8802    3    3    8    8    3    5       
Vardas8803     Pavarde8803    5    1    8    8    1    8       
Vardas8804     Pavarde8804    6    3    6    3    1    5       
Vardas8805     Pavarde8805    4    9    2    5    10   1       
Vardas8806     Pavarde8806    5    5    2    4    5    3       
Vardas8807     Pavarde8807    8    7    10   2    10   5       
Vardas8808     Pavarde8808    10   10   2    6    5    1       
Vardas8809     Pavarde8809    6    3    4    1    8    7       
Vardas8810     Pavarde8810    9    7    6    2    8    7       
Vardas8811     Pavarde8811    2    3    7    2    8    9       
Vardas8812     Pavarde8812    9    5    5    10   3    4       
Vardas8813     Pavarde8813    10   3    9    8    3    3       
Vardas8814     Pavarde8814    5    1    1    3    4    4       
Vardas8815     Pavarde8815    10   7    3    6    6    2       
Vardas8816     Pavarde8816    10   2    7    2    7    3       
Vardas8817     Pavarde8817    8    8    8    5    7    3       
Vardas8818     Pavarde8818    4    8    6    7    7    7       
Vardas8819     Pavarde8819    2    5    9    8    6    8       
Vardas8820     Pavarde8820    9    2    1    1    5    5       
Vardas8821     Pavarde8821    10   5    1    1    1    2       
Vardas8822     Pavarde8822    1    7    10   5    2    8       
Vardas8823     Pavarde8823    3    6    4    8    1    4       
Vardas8824     Pavarde8824    1    3    3    10   3    9       
Vardas8825     Pavarde8825    9    2    1    3    3    10      
Vardas8826     Pavarde8826    8    1    1    1    7    1       
Vardas8827     Pavarde8827    5    7    7    3    9    4       
Vardas8828     Pavarde8828    8    9    1    2    3    3       
Vardas8829     Pavarde8829    4    1    1    3    10   10      
Vardas8830     Pavarde8830    9    4    1    5    4    10      
Vardas8831     Pavarde8831    10   2    9    6    2    3       
Vardas8832     Pavarde8832    2    3    2    3    5    1       
Vardas8833     Pavarde8833    10   2    9    2    6    5       
Vardas8834     Pavarde8834    9    1    1    6    7    3       
Vardas8835     Pavarde8835    7    2    8    2    7    1       
Vardas8836     Pavarde8836    6    10   9    6    3    7       
Vardas8837     Pavarde8837    10   5    10   4    4    5       
Vardas8838     Pavarde8838    10   5    9    7    2    6       
Vardas8839     Pavarde8839    2    7    1    1    3    2       
Vardas8840     Pavarde8840    4    6    4    5    5    5       
Vardas8841     Pavarde8841    7    3    5    6    9    3       
Vardas8842     Pavarde8842    2    2    7    8    6    9       
Vardas8843     Pavarde8843    4    7    3    2    6    8       
Vardas8844     Pavarde8844    8    5    10   8    5    10      
Vardas8845     Pavarde8845    9    3    6    9    4    3       
Vardas8846     Pavarde8846    6    6    10   7    8    3       
Vardas8847     Pavarde8847    2    9    10   9    3    3       
Vardas8848     Pavarde8848    10   8    7    2    2    9       
Vardas8849     Pavarde8849    2    9    10   8    9    4       
Vardas8850     Pavarde8850    3    6    3    5    5    9       
Vardas8851     Pavarde8851    10   1    1    2    1    6       
Vardas8852     Pavarde8852    4    3    7    10   9    1       
Vardas8853     Pavarde8853    4    4    2    10   1    10      
Vardas8854     Pavarde8854    9    8    6    1    7    7       
Vardas8855     Pavarde8855    5    7    4    10   3    2       
Vardas8856     Pavarde8856    4    3    9    1    10   3       
Vardas8857     Pavarde8857    5    7    3    6    9    5       
Vardas8858     Pavarde8858    9    7    8    5    1    2       
Vardas8859     Pavarde8859    8    6    9    4    9    10      
Vardas8860     Pavarde8860    10   7    3    5    1    10      
Vardas8861     Pavarde8861    8    8    9    6    1    3       
Vardas8862     Pavarde8862    2    6    10   2    1    3       
Vardas8863     Pavarde8863    8    10   10   6    9    10      
Vardas8864     Pavarde8864    3    3    1    2    8    7       
Vardas8865     Pavarde8865    6    10   2    7    5    5       
Vardas8866     Pavarde8866    3    7    9    9    2    5       
Vardas8867     Pavarde8867    2    1    7    7    8    9       
Vardas8868     Pavarde8868    10   6    10   10   6    3       
Vardas8869     Pavarde8869    7    5    7    2    1    10      
Vardas8870     Pavarde8870    2    1    7    2    5    5       
Vardas8871     Pavarde8871    4    7    4    5    5    1       
Vardas8872     Pavarde8872    6    4    7    9    7    5       
Vardas8873     Pavarde8873    6    9    7    2    2    5       
Vardas8874     Pavarde8874    3    2    8    6    7    2       
Vardas8875     Pavarde8875    3    3    2    6    4    2       
Vardas8876     Pavarde8876    1    6    3    1    2    5       
Vardas8877     Pavarde8877    10   10   1    2    3    3       
Vardas8878     Pavarde8878    1    2    1    8    5    6       
Vardas8879     Pavarde8879    1    4    3    9    6    3       
Vardas8880     Pavarde8880    5    10   2    3    2    1       
Vardas8881     Pavarde8881    8    3    10   10   2    1       
Vardas8882     Pavarde8882    7    6    6    1    8    6       
Vardas8883     Pavarde8883    1    4    3    5    2    7       
Vardas8884     Pavarde8884    2    9    2    5    9    9       
Vardas8885     Pavarde8885    10   1    2    7    4    9       
Vardas8886     Pavarde8886    10   2    8    5    9    10      
Vardas8887     Pavarde8887    2    9    3    2    7    10      
Vardas8888     Pavarde8888    5    3    8    10   10   5       
Vardas8889     Pavarde8889    1    4    2    4    8    4       
Vardas8890     Pavarde8890    10   10   5    4    2    10      
Vardas8891     Pavarde8891    5    9    9    2    2    3       
Vardas8892     Pavarde8892    10   10   6    3    1    6       
Vardas8893     Pavarde8893    2    4    4    6    10   10      
Vardas8894     Pavarde8894    10   3    7    10   1    9       
Vardas8895     Pavarde8895    7    1    3    9    10   4       
Vardas8896     Pavarde8896    10   1    8    10   2    5       
Vardas8897     Pavarde8897    3    3    5    7    2    9       
Vardas8898     Pavarde8898    5    10   5    8    6    2       
Vardas8899     Pavarde8899    5    9    7    4    6    3       
Vardas8900     Pavarde8900    2    5    9    7    10   3       
Vardas8901     Pavarde8901    7    1    10   7    6    4       
Vardas8902     Pavarde8902    10   4    6    3    9    2       
Vardas8903     Pavarde8903    1    7    9    9    2    4       
Vardas8904     Pavarde8904    5    10   10   9    2    5       
Vardas8905     Pavarde8905    3    1    7    6    1    4       
Vardas8906     Pavarde8906    7    9    4    5    4    1       
Vardas8907     Pavarde8907    5    5    5    8    9    9       
Vardas8908     Pavarde8908    5    2    2    4    9    9       
Vardas8909     Pavarde8909    7    4    6    8    6    10      
Vardas8910     Pavarde8910    1    7    9    10   10   3       
Vardas8911     Pavarde8911    4    3    3    4    4    10      
Vardas8912     Pavarde8912    7    2    6    5    9    10      
Vardas8913     Pavarde8913    3    3    9    8    1    8       
Vardas8914     Pavarde8914    2    5    7    5    1    3       
Vardas8915     Pavarde8915    5    4    9    8    2    7       
Vardas8916     Pavarde8916    8    8    2    5    7    10      
Vardas8917     Pavarde8917    2    4    3    1    10   10      
Vardas8918     Pavarde8918    8    3    3    8    5    8       
Vardas8919     Pavarde8919    7    6    2    2    4    8       
Vardas8920     Pavarde8920    2    7    5    5    10   5       
Vardas8921     Pavarde8921    3    8    8    2    4    10      
Vardas8922     Pavarde8922    10   2    3    2    10   1       
Vardas8923     Pavarde8923    5    1    4    6    3    4       
Vardas8924     Pavarde8924    8    9    10   7    7    1       
Vardas8925     Pavarde8925    10   7    8    10   3    8       
Vardas8926     Pavarde8926    10   7    2    2    10   4       
Vardas8927     Pavarde8927    7    10   2    10   9    10      
Vardas8928     Pavarde8928    9    1    4    9    2    4       
Vardas8929     Pavarde8929    2    6    6    10   5    5       
Vardas8930     Pavarde8930    5    5    1    5    1    9       
Vardas8931     Pavarde8931    5    1    8    7    10   1       
Vardas8932     Pavarde8932    10   2    5    5    1    9       
Vardas8933     Pavarde8933    8    9    9    7    1    10      
Vardas8934     Pavarde8934    4    5    4    4    9    10      
Vardas8935     Pavarde8935    7    4    8    5    8    6       
Vardas8936     Pavarde8936    5    3    7    2    2    10      
Vardas8937     Pavarde8937    10   6    8    3    3    5       
Vardas8938     Pavarde8938    1    9    2    2    5    2       
Vardas8939     Pavarde8939    9    5    6    10   4    5       
Vardas8940     Pavarde8940    9    9    6    7    9    2       
Vardas8941     Pavarde8941    2    10   9    8    9    8       
Vardas8942     Pavarde8942    4    9    6    3    10   3       
Vardas8943     Pavarde8943    10   4    2    9    1    1       
Vardas8944     Pavarde8944    2    9    5    8    2    5       
Vardas8945     Pavarde8945    7    5    9    9    5    7       
Vardas8946     Pavarde8946    5    6    6    5    3    8       
Vardas8947     Pavarde8947    8    9    3    9    1    4       
Vardas8948     Pavarde8948    8    9    4    8    4    8       
Vardas8949     Pavarde8949    5    10   9    5    7    1       
Vardas8950     Pavarde8950    7    10   5    10   6    2       
Vardas8951     Pavarde8951    6    8    1    4    8    9       
Vardas8952     Pavarde8952    7    2    9    8    9    2       
Vardas8953     Pavarde8953    4    8    8    3    2    10      
Vardas8954     Pavarde8954    7    4    2    6    1    7       
Vardas8955     Pavarde8955    8    2    8    8    3    9       
Vardas8956     Pavarde8956    8    10   8    5    5    5       
Vardas8957     Pavarde8957    8    6    8    2    8    10      
Vardas8958     Pavarde8958    2    7    1    2    4    4       
Vardas8959     Pavarde8959    9    10   5    4    10   4       
Vardas8960     Pavarde8960    7    10   1    1    7    10      
Vardas8961     Pavarde8961    3    8    1    4    4    2       
Vardas8962     Pavarde8962    3    2    1    9    8    9       
Vardas8963     Pavarde8963    4    3    3    4    9    10      
Vardas8964     Pavarde8964    2    9    5    6    2    2       
Vardas8965     Pavarde8965    7    6    10   1    6    7       
Vardas8966     Pavarde8966    4    4    8    2    3    2       
Vardas8967     Pavarde8967    4    9    6    4    2    4       
Vardas8968     Pavarde8968    6    7    6    10   3    3       
Vardas8969     Pavarde8969    9    7    6    1    2    10      
Vardas8970     Pavarde8970    7    7    10   3    4    1       
Vardas8971     Pavarde8971    1    8    3    6    7    7       
Vardas8972     Pavarde8972    3    5    5    4    4    4       
Vardas8973     Pavarde8973    7    4    4    8    10   7       
Vardas8974     Pavarde8974    4    3    1    1    1    3       
Vardas8975     Pavarde8975    5    4    5    1    8    5       
Vardas8976     Pavarde8976    3    5    2    1    1    1       
Vardas8977     Pavarde8977    7    6    9    9    8    7       
Vardas8978     Pavarde8978    3    5    1    2    2    8       
Vardas8979     Pavarde8979    3    9    8    9    5    6       
Vardas8980     Pavarde8980    4    5    1    2    9    5       
Vardas8981     Pavarde8981    4    8    9    5    4    7       
Vardas8982     Pavarde8982    6    9    4    7    9    2       
Vardas8983     Pavarde8983    1    10   6    3    7    2       
Vardas8984     Pavarde8984    1    1    5    4    7    9       
Vardas8985     Pavarde8985    8    8    1    2    5    8       
Vardas8986     Pavarde8986    9    6    4    6    5    2       
Vardas8987     Pavarde8987    5    6    4    9    6    2       
Vardas8988     Pavarde8988    10   9    10   9    5    5       
Vardas8989     Pavarde8989    3    10   1    2    9    10      
Vardas8990     Pavarde8990    3    7    1    3    8    6       
Vardas8991     Pavarde8991    4    3    5    1    6    7       
Vardas8992     Pavarde8992    7    5    5    10   4    4       
Vardas8993     Pavarde8993    1    3    3    9    7    7       
Vardas8994     Pavarde8994    5    5    8    6    5    10      
Vardas8995     Pavarde8995    10   1    8    10   9    3       
Vardas8996     Pavarde8996    2    10   8    9    4    5       
Vardas8997     Pavarde8997    1    7    9    7    2    3       
Vardas8998     Pavarde8998    1    1    9    10   8    10      
Vardas8999     Pavarde8999    5    2    10   4    3    6       
Vardas9000     Pavarde9000    5    10   8    5    8    8       
Vardas9001     Pavarde9001    3    6    1    6    5    3       
Vardas9002     Pavarde9002    7    2    6    10   3    3       
Vardas9003     Pavarde9003    1    3    7    9    2    4       
Vardas9004     Pavarde9004    3    10   10   1    4    8       
Vardas9005     Pavarde9005    6    7    5    10   2    10      
Vardas9006     Pavarde9006    3    6    5    10   3    5       
Vardas9007     Pavarde9007    10   4    5    5    4    4       
Vardas9008     Pavarde9008    7    1    6    5    6    3       
Vardas9009     Pavarde9009    1    7    1    8    8    9       
Vardas9010     Pavarde9010    2    8    6    10   4    1       
Vardas9011     Pavarde9011    7    8    7    5    3    2       
Vardas9012     Pavarde9012    1    2    2    6    2    8       
Vardas9013     Pavarde9013    7    4    6    7    3    6       
Vardas9014     Pavarde9014    2    2    1    8    10   8       
Vardas9015     Pavarde9015    10   10   10   7    2    3       
Vardas9016     Pavarde9016    10   10   9    10   6    4       
Vardas9017     Pavarde9017    2    4    1    1    3    3       
